n,chrms,starts,ends
5580,3,112857500,113007500
5581,3,113215000,113465000
5582,3,113217500,113292500
5583,3,113455000,113775000
5584,3,113455000,113875000
5585,3,113457500,113632500
5586,3,113462500,113547500
5587,3,113562500,113632500
5588,3,113867500,114137500
5591,3,114545000,115415000
5592,3,114812500,114882500
5593,3,114815000,115415000
5594,3,114932500,115412500
5595,3,114935000,115505000
5596,3,115857500,116477500
5597,3,116485000,117245000
5598,3,116735000,117245000
5599,3,117125000,117245000
5600,3,118195000,118535000
5601,3,118347500,118537500
5602,3,118602500,118817500
5603,3,118602500,118962500
5604,3,118602500,119397500
5605,3,118605000,118755000
5606,3,118865000,119405000
5607,3,119277500,119397500
5608,3,119317500,119392500
5610,3,119615000,120135000
5611,3,119962500,120132500
5612,3,119962500,120277500
5613,3,119965000,120515000
5614,3,120282500,120517500
5615,3,120915000,121575000
5616,3,121265000,121715000
5617,3,121265000,122085000
5618,3,121267500,121817500
5619,3,121267500,121982500
5621,3,121822500,121982500
5622,3,121825000,122075000
5623,3,122277500,122397500
5624,3,123047500,123207500
5625,3,123047500,123267500
5626,3,123372500,123437500
5627,3,123735000,124185000
5628,3,124067500,124187500
5629,3,124067500,124272500
5630,3,124282500,124407500
5631,3,124482500,124622500
5632,3,124482500,125157500
5633,3,124482500,125307500
5634,3,126237500,127172500
5635,3,126397500,127172500
5636,3,126397500,127262500
5637,3,126467500,127172500
5638,3,126472500,126697500
5639,3,126472500,127262500
5640,3,127292500,127682500
5641,3,127372500,127682500
5642,3,127812500,128327500
5643,3,128142500,128327500
5644,3,128395000,128515000
5645,3,128687500,128967500
5646,3,128777500,128962500
5647,3,129105000,129545000
5648,3,129205000,129545000
5649,3,129205000,129645000
5650,3,129352500,129652500
5651,3,129372500,129542500
5652,3,129997500,130257500
5653,3,130477500,130612500
5654,3,130765000,131745000
5655,3,131267500,131747500
5657,3,131512500,131732500
5658,3,131972500,132067500
5659,3,131975000,132115000
5660,3,132067500,132122500
5661,3,132077500,132357500
5662,3,132262500,132357500
5663,3,132445000,133645000
5664,3,132447500,133102500
5665,3,132762500,133097500
5666,3,133165000,133525000
5667,3,133167500,133292500
5668,3,133207500,133287500
5669,3,133647500,133932500
5670,3,133935000,134195000
5671,3,134027500,134192500
5672,3,134322500,135607500
5673,3,134325000,135225000
5674,3,134512500,135222500
5675,3,134515000,134965000
5677,3,135792500,136477500
5678,3,135792500,136732500
5679,3,135912500,136472500
5680,3,136105000,136465000
5681,3,136477500,136732500
5682,3,136822500,137667500
5683,3,136822500,137772500
5684,3,136845000,137405000
5686,3,137425000,137765000
5687,3,137712500,137752500
5688,3,137787500,137837500
5689,3,138135000,138645000
5690,3,138197500,138637500
5691,3,138312500,138637500
5692,3,138415000,139065000
5693,3,138417500,138637500
5694,3,138657500,139047500
5696,3,139655000,140455000
5697,3,140617500,140827500
5698,3,140717500,140912500
5699,3,141025000,141365000
5700,3,141027500,141172500
5701,3,141027500,141277500
5702,3,141087500,141162500
5703,3,141177500,141277500
5704,3,141682500,141992500
5705,3,141847500,141997500
5706,3,142307500,142712500
5707,3,142552500,142712500
5708,3,142775000,143365000
5709,3,142845000,143395000
5711,3,143495000,143665000
5712,3,143695000,143845000
5713,3,143695000,144015000
5714,3,143695000,144155000
5715,3,145932500,146302500
5719,3,148095000,148665000
5721,3,148585000,148655000
5722,3,148672500,148992500
5723,3,148842500,148992500
5724,3,149072500,149197500
5725,3,149107500,149197500
5726,3,149227500,149437500
5727,3,149282500,149437500
5728,3,149297500,149372500
5729,3,149687500,149902500
5730,3,149947500,150212500
5731,3,150007500,150212500
5732,3,150242500,150582500
5733,3,150442500,150582500
5734,3,150445000,150865000
5735,3,150505000,150865000
5736,3,150507500,150582500
5737,3,150887500,150947500
5738,3,150887500,150997500
5739,3,150947500,150992500
5740,3,151155000,151555000
5741,3,151157500,151637500
5743,3,151797500,152162500
5744,3,151897500,152162500
5745,3,152197500,152292500
5748,3,152765000,153315000
5749,3,152765000,153485000
5752,3,154057500,155042500
5753,3,154485000,155045000
5754,3,155077500,155417500
5755,3,155872500,156097500
5756,3,155875000,156235000
5757,3,156267500,156802500
5758,3,156267500,156857500
5759,3,156272500,156387500
5760,3,156275000,156535000
5761,3,156402500,156802500
5762,3,156402500,156857500
5763,3,156542500,156802500
5766,3,157335000,158025000
5767,3,157335000,158165000
5768,3,157335000,158255000
5769,3,157585000,158035000
5770,3,157585000,158155000
5771,3,157585000,158255000
5772,3,158257500,158507500
5774,3,158442500,158512500
5776,3,158555000,159535000
5777,3,158562500,158977500
5778,3,158632500,158977500
5780,3,158842500,158972500
5781,3,158982500,159522500
5782,3,159037500,159532500
5783,3,159597500,159722500
5784,3,159742500,160132500
5785,3,159882500,160132500
5786,3,160427500,160657500
5787,3,160675000,161125000
5788,3,160815000,161145000
5792,3,160995000,161125000
5793,3,162775000,163215000
5794,3,162785000,164905000
5800,3,167097500,167597500
5801,3,167767500,167872500
5802,3,167932500,168567500
5803,3,167935000,168335000
5804,3,168227500,168337500
5805,3,168227500,168567500
5807,3,168865000,169385000
5808,3,169765000,170355000
5809,3,170027500,170127500
5810,3,170035000,170525000
5811,3,170127500,170532500
5812,3,170675000,171285000
5813,3,170767500,171287500
5814,3,170875000,171285000
5815,3,170905000,171175000
5816,3,170907500,171002500
5817,3,171365000,171555000
5818,3,171555000,172055000
5819,3,172197500,172312500
5823,3,176775000,177495000
5824,3,176777500,176912500
5825,3,176917500,177077500
5826,3,177082500,177137500
5827,3,178152500,178687500
5828,3,178155000,179035000
5829,3,178732500,178867500
5830,3,178732500,179032500
5831,3,178735000,179275000
5832,3,179145000,179275000
5834,3,179527500,180317500
5835,3,179645000,180315000
5836,3,181422500,182402500
5837,3,181425000,181975000
5838,3,181425000,182335000
5839,3,182432500,182557500
5840,3,182435000,183105000
5841,3,182622500,183102500
5842,3,182842500,182902500
5843,3,182842500,183102500
5844,3,182902500,183102500
5845,3,183187500,183282500
5846,3,183187500,183487500
5847,3,183612500,183737500
5848,3,183612500,184007500
5849,3,183615000,184235000
5850,3,183895000,184015000
5851,3,184277500,184497500
5852,3,184592500,184897500
5853,3,185065000,185295000
5854,3,185377500,185487500
5855,3,185655000,186505000
5856,3,185695000,186535000
5857,3,185702500,185972500
5858,3,185702500,186257500
5859,3,185702500,186327500
5860,3,185972500,186257500
5862,3,186332500,186537500
5863,3,186567500,186877500
5864,3,186832500,186877500
5865,3,186937500,187397500
5866,3,187037500,187397500
5867,3,187455000,188765000
5868,3,187457500,188462500
5869,3,187457500,188672500
5870,3,187457500,188867500
5871,3,187465000,187655000
5872,3,188987500,189667500
5873,3,189677500,190417500
5874,3,189682500,189917500
5875,3,189685000,190105000
5876,3,189685000,190145000
5877,3,190605000,190755000
5878,3,190862500,190952500
5879,3,191132500,192162500
5880,3,191912500,192152500
5881,3,192185000,192525000
5882,3,192282500,192522500
5883,3,192282500,192757500
5884,3,192282500,193287500
5885,3,192285000,192495000
5886,3,192532500,193292500
5887,3,192537500,192622500
5888,3,192537500,192757500
5889,3,193177500,193292500
5890,3,193507500,194037500
5893,3,194052500,194312500
5894,3,194055000,194975000
5895,3,194057500,194127500
5896,3,194202500,194307500
5897,3,194392500,194827500
5898,3,194407500,194977500
5899,3,194412500,194847500
5900,3,194722500,194977500
5901,3,194852500,194977500
5902,3,195347500,195452500
5903,3,195585000,195645000
5904,3,195587500,195622500
5905,3,195802500,195917500
5906,3,196337500,196412500
5907,3,196705000,197235000
5908,3,196732500,196912500
5909,3,196982500,197237500
5910,3,197327500,197397500
5911,3,197627500,197672500
6461,4,327500,667500
6202,4,1127500,1347500
6223,4,1162500,1262500
6245,4,1242500,1337500
6392,4,1742500,1817500
6396,4,1747500,1907500
6443,4,2225000,2445000
6460,4,2707500,2742500
6462,4,3347500,3447500
6463,4,3352500,3387500
6504,4,4252500,4342500
6510,4,4485000,4995000
6511,4,4485000,5815000
6512,4,4487500,4882500
6513,4,4492500,4762500
6520,4,4997500,5817500
6527,4,5405000,5815000
6539,4,5997500,6327500
6541,4,6132500,6327500
6542,4,6252500,6327500
6543,4,6255000,6545000
6545,4,6677500,6712500
6546,4,6717500,7072500
6547,4,6722500,6877500
6548,4,6792500,6857500
6553,4,6907500,7072500
6556,4,6987500,7072500
6581,4,7767500,7802500
6584,4,7807500,7987500
6599,4,8242500,8402500
6610,4,8477500,8592500
6614,4,8615000,8915000
6643,4,9535000,9665000
6646,4,9707500,10017500
6647,4,9765000,10535000
6648,4,9767500,10017500
6165,4,10162500,10547500
6166,4,10165000,12635000
6167,4,10167500,10407500
6180,4,10555000,12635000
6181,4,10582500,11427500
6256,4,12732500,13552500
6257,4,12852500,13552500
6268,4,13655000,15005000
6304,4,15005000,15655000
6309,4,15237500,15397500
6310,4,15237500,15457500
6311,4,15237500,15652500
6329,4,15737500,15952500
6330,4,15807500,15957500
6331,4,15807500,16002500
6333,4,15882500,15957500
6334,4,15882500,16002500
6344,4,16035000,16455000
6345,4,16037500,16262500
6347,4,16292500,17467500
6348,4,16295000,17325000
6349,4,16297500,16442500
6374,4,16917500,17327500
6388,4,17352500,17447500
6400,4,17552500,17812500
6401,4,17555000,18365000
6402,4,17555000,18595000
6403,4,17635000,18595000
6409,4,17812500,18022500
6410,4,17817500,18367500
6411,4,17817500,18592500
6434,4,18692500,20687500
6437,4,20422500,20687500
6438,4,20775000,21465000
6439,4,20775000,21765000
6440,4,21507500,21767500
6441,4,21787500,22392500
6442,4,21787500,22697500
6444,4,22407500,22697500
6445,4,22425000,22605000
6446,4,22905000,24415000
6447,4,23137500,24417500
6448,4,24492500,24687500
6449,4,24985000,25145000
6450,4,24985000,25365000
6451,4,25182500,25367500
6452,4,25442500,25777500
6453,4,26055000,26415000
6454,4,26087500,26177500
6455,4,26087500,26322500
6456,4,26332500,26412500
6457,4,26462500,27012500
6458,4,26585000,27015000
6459,4,26885000,26995000
6464,4,33845000,190645000
6465,4,36352500,36397500
6466,4,36355000,37395000
6467,4,36412500,37387500
6468,4,37457500,37567500
6469,4,37602500,37782500
6470,4,37602500,38037500
6471,4,37802500,38037500
6472,4,38062500,38317500
6473,4,38062500,38672500
6474,4,38077500,38132500
6475,4,38077500,38177500
6476,4,38077500,38732500
6477,4,38182500,38677500
6478,4,38182500,38732500
6479,4,38315000,39035000
6480,4,38322500,38672500
6481,4,38762500,38857500
6482,4,38762500,39137500
6483,4,38765000,39035000
6484,4,38905000,39435000
6485,4,38907500,39137500
6486,4,39462500,39972500
6487,4,39705000,39975000
6488,4,40067500,40317500
6489,4,40152500,40187500
6490,4,40152500,40232500
6491,4,40152500,40312500
6492,4,40202500,40312500
6493,4,40205000,42635000
6494,4,40557500,40722500
6495,4,40737500,40847500
6496,4,40737500,40897500
6497,4,40927500,41217500
6498,4,40977500,41217500
6499,4,41282500,41657500
6500,4,41282500,41882500
6501,4,41692500,41887500
6502,4,41957500,42282500
6503,4,42282500,42522500
6505,4,42572500,42752500
6506,4,42572500,42862500
6507,4,43135000,43475000
6508,4,43135000,44635000
6509,4,44765000,46275000
6514,4,46932500,47032500
6515,4,47682500,47932500
6516,4,48002500,48087500
6517,4,48197500,48272500
6518,4,48445000,48965000
6519,4,48577500,48967500
6521,4,52762500,52892500
6522,4,53235000,55105000
6523,4,53242500,53532500
6524,4,53242500,53847500
6525,4,53415000,53845000
6526,4,53512500,53577500
6528,4,54065000,54675000
6529,4,54065000,55095000
6530,4,54575000,55085000
6531,4,54577500,54672500
6532,4,54797500,55092500
6533,4,55187500,55307500
6534,4,56215000,56415000
6535,4,56275000,56605000
6536,4,56275000,56725000
6537,4,56815000,57165000
6538,4,58295000,61065000
6540,4,60105000,61065000
6544,4,65022500,65407500
6549,4,67945000,68195000
6550,4,68412500,68767500
6551,4,68415000,69035000
6552,4,68855000,69035000
6554,4,69137500,69242500
6555,4,69765000,70035000
6557,4,70117500,70242500
6558,4,70555000,71045000
6559,4,70557500,70747500
6560,4,70765000,71045000
6561,4,71185000,71365000
6562,4,71705000,71865000
6563,4,72137500,72577500
6564,4,73372500,73882500
6565,4,73562500,73887500
6566,4,74212500,74522500
6567,4,74437500,74517500
6568,4,74465000,74605000
6569,4,74532500,74997500
6570,4,75057500,75177500
6571,4,75187500,75597500
6572,4,75795000,76215000
6573,4,75857500,76212500
6574,4,76502500,76767500
6575,4,76837500,76987500
6576,4,76922500,76987500
6577,4,77102500,77292500
6578,4,77352500,77677500
6579,4,77432500,77672500
6580,4,77435000,77965000
6582,4,77997500,78072500
6583,4,78017500,78132500
6585,4,78162500,78277500
6586,4,78307500,78522500
6587,4,78885000,79785000
6588,4,79537500,79787500
6589,4,79865000,81135000
6590,4,79875000,80495000
6591,4,81155000,81795000
6592,4,81282500,82272500
6593,4,81287500,81962500
6594,4,81987500,82272500
6595,4,82327500,82757500
6596,4,82327500,83122500
6597,4,82387500,82762500
6598,4,82387500,83122500
6600,4,83295000,83935000
6601,4,83302500,83347500
6602,4,83387500,83662500
6603,4,83812500,83932500
6604,4,83827500,84202500
6605,4,83997500,84202500
6606,4,84035000,84175000
6607,4,84142500,84192500
6608,4,84432500,84557500
6609,4,84565000,85425000
6611,4,85675000,85895000
6612,4,86067500,86292500
6613,4,86067500,86667500
6615,4,86337500,86667500
6616,4,86677500,86892500
6617,4,87417500,87817500
6618,4,87842500,88152500
6619,4,87847500,88012500
6620,4,87865000,87925000
6621,4,88082500,88152500
6622,4,88285000,88765000
6623,4,88297500,88382500
6624,4,88602500,88757500
6625,4,88775000,89435000
6626,4,88777500,89132500
6627,4,88952500,89132500
6628,4,88957500,89437500
6629,4,89142500,89437500
6630,4,89207500,89242500
6631,4,89292500,89437500
6632,4,89447500,89582500
6633,4,89447500,89942500
6634,4,89455000,89715000
6635,4,89742500,89942500
6636,4,89745000,90035000
6637,4,90175000,90355000
6638,4,90865000,91215000
6639,4,94627500,94687500
6640,4,94707500,95052500
6641,4,94712500,95312500
6642,4,95222500,95312500
6644,4,95327500,95522500
6645,4,95545000,96045000
6649,4,99185000,99855000
6650,4,99395000,99975000
6651,4,99922500,99972500
6160,4,100042500,100322500
6161,4,100482500,100727500
6162,4,100482500,100807500
6163,4,100482500,100872500
6164,4,100815000,100865000
6168,4,101745000,101935000
6169,4,102087500,102652500
6170,4,103267500,103347500
6171,4,103355000,103925000
6172,4,103367500,103542500
6173,4,103372500,104012500
6174,4,103542500,103927500
6175,4,103542500,104012500
6176,4,103752500,103787500
6177,4,103967500,104012500
6178,4,104135000,104705000
6179,4,104982500,105782500
6182,4,105855000,106395000
6183,4,106062500,106392500
6184,4,106445000,106585000
6185,4,107185000,107425000
6186,4,107295000,107425000
6187,4,108677500,108832500
6188,4,108937500,109497500
6189,4,109605000,110335000
6190,4,109755000,110325000
6191,4,110345000,111425000
6192,4,110347500,110907500
6193,4,110357500,110737500
6194,4,110917500,111437500
6195,4,110927500,111232500
6196,4,110975000,111125000
6197,4,111125000,111425000
6198,4,111237500,111437500
6199,4,111265000,111425000
6200,4,111565000,111885000
6201,4,111565000,112555000
6203,4,112562500,112857500
6204,4,112562500,112952500
6205,4,112775000,112955000
6206,4,112867500,112952500
6207,4,113022500,113157500
6208,4,113022500,113437500
6209,4,113202500,113237500
6210,4,113245000,113685000
6211,4,113247500,113442500
6212,4,113247500,113527500
6213,4,113557500,113682500
6214,4,113557500,113857500
6215,4,113687500,113857500
6216,4,114315000,115305000
6217,4,114315000,115585000
6218,4,114317500,114992500
6219,4,114467500,114682500
6220,4,114705000,114995000
6221,4,114875000,115305000
6222,4,115307500,115582500
6224,4,116015000,116775000
6225,4,118995000,119145000
6226,4,118997500,119192500
6227,4,119692500,119802500
6228,4,119905000,120215000
6229,4,119905000,120545000
6230,4,119965000,120215000
6231,4,120225000,120975000
6232,4,120232500,120547500
6233,4,120485000,120975000
6234,4,120547500,120977500
6235,4,121075000,122015000
6236,4,122122500,122172500
6237,4,122295000,122585000
6238,4,122405000,122645000
6239,4,122817500,122927500
6240,4,122822500,123497500
6241,4,123225000,123495000
6242,4,123525000,123645000
6243,4,123525000,123835000
6244,4,123677500,123832500
6246,4,124025000,124585000
6247,4,124025000,125025000
6248,4,124312500,124587500
6249,4,124692500,125032500
6250,4,124695000,125185000
6251,4,125255000,126205000
6252,4,126235000,126665000
6253,4,126235000,127325000
6254,4,126235000,128325000
6255,4,126235000,128405000
6258,4,128522500,128652500
6259,4,128985000,130015000
6260,4,129115000,129785000
6261,4,129375000,129725000
6262,4,129377500,129782500
6263,4,129485000,129785000
6264,4,129487500,129727500
6265,4,129735000,130015000
6266,4,130282500,130562500
6267,4,136295000,137785000
6269,4,138035000,139605000
6270,4,138745000,139605000
6271,4,138962500,139602500
6272,4,139955000,140455000
6273,4,140025000,140455000
6274,4,140107500,140217500
6275,4,140335000,140455000
6276,4,140575000,141175000
6277,4,140935000,141175000
6278,4,141275000,141775000
6279,4,141282500,141532500
6280,4,141295000,141445000
6281,4,141535000,141775000
6282,4,141785000,142045000
6283,4,142085000,143765000
6284,4,143055000,143765000
6285,4,143065000,144415000
6286,4,143275000,143635000
6287,4,143275000,143765000
6288,4,144125000,144405000
6289,4,145095000,145705000
6290,4,145097500,145982500
6291,4,146075000,146525000
6292,4,146152500,146472500
6293,4,146152500,146537500
6294,4,147162500,147257500
6295,4,147165000,148015000
6296,4,147167500,147832500
6297,4,147257500,147832500
6298,4,147265000,148025000
6299,4,147942500,148017500
6300,4,148077500,148507500
6301,4,148437500,148507500
6302,4,148442500,148787500
6303,4,148627500,148787500
6305,4,150295000,150815000
6306,4,150905000,151135000
6307,4,150915000,151795000
6308,4,151217500,151797500
6312,4,153422500,153562500
6313,4,153422500,153657500
6314,4,153567500,153657500
6315,4,153772500,154007500
6316,4,154065000,154565000
6317,4,154067500,154242500
6318,4,154265000,154675000
6319,4,154267500,154352500
6320,4,154267500,154497500
6321,4,155472500,155537500
6322,4,155475000,156295000
6323,4,155725000,156295000
6324,4,155905000,156285000
6325,4,156362500,156712500
6326,4,156455000,156705000
6327,4,156727500,156872500
6328,4,157085000,157595000
6332,4,158135000,158905000
6335,4,158915000,159095000
6336,4,159172500,159542500
6337,4,159175000,159775000
6338,4,159642500,160122500
6339,4,159652500,159777500
6340,4,159652500,160367500
6341,4,159777500,160122500
6342,4,159777500,160367500
6343,4,160125000,160365000
6346,4,162175000,162875000
6350,4,163417500,163957500
6351,4,163417500,164467500
6352,4,163425000,164255000
6353,4,164025000,164255000
6354,4,164402500,164587500
6355,4,164407500,164462500
6356,4,164407500,164677500
6357,4,164472500,164602500
6358,4,164472500,164677500
6359,4,164472500,164932500
6360,4,164472500,165652500
6361,4,164512500,164582500
6362,4,165697500,166017500
6363,4,165702500,165912500
6364,4,165705000,165835000
6365,4,166052500,166387500
6366,4,166457500,167017500
6367,4,167085000,168215000
6368,4,167085000,168545000
6369,4,167092500,167512500
6370,4,167942500,168542500
6371,4,167945000,168215000
6372,4,167945000,168995000
6373,4,169107500,169842500
6375,4,169432500,169837500
6376,4,169507500,169842500
6377,4,169842500,170407500
6378,4,169847500,169927500
6379,4,169932500,170407500
6380,4,170535000,170965000
6381,4,170735000,170975000
6382,4,171062500,171182500
6383,4,171175000,171775000
6384,4,171185000,171295000
6385,4,171512500,171772500
6386,4,171915000,172575000
6387,4,172765000,173755000
6389,4,173932500,174337500
6390,4,173935000,174415000
6391,4,173937500,174177500
6393,4,174235000,174425000
6394,4,174237500,174337500
6395,4,174257500,174292500
6397,4,175137500,175242500
6398,4,175285000,175545000
6399,4,175292500,175642500
6404,4,176875000,177255000
6405,4,176965000,177265000
6406,4,177115000,177235000
6407,4,177292500,177972500
6408,4,177975000,178255000
6412,4,178475000,180225000
6413,4,180785000,180955000
6414,4,180795000,181595000
6415,4,182062500,182452500
6416,4,182225000,182445000
6417,4,183402500,183727500
6418,4,183415000,183845000
6419,4,183735000,183845000
6420,4,183857500,184172500
6421,4,183865000,183995000
6422,4,183997500,184172500
6423,4,184367500,184422500
6424,4,184392500,184522500
6425,4,184395000,185025000
6426,4,185187500,185567500
6427,4,185202500,185392500
6428,4,185202500,185457500
6429,4,185205000,185655000
6430,4,185667500,185902500
6431,4,185957500,186057500
6432,4,186397500,186512500
6433,4,186562500,186947500
6435,4,186987500,187057500
6436,4,187222500,187512500
6974,5,262500,1567500
6975,5,315000,435000
6976,5,315000,625000
6977,5,315000,885000
7106,5,675000,905000
7112,5,682500,777500
7130,5,752500,852500
7180,5,915000,1645000
7181,5,925000,1135000
6701,5,1167500,1647500
6737,5,1315000,1795000
6830,5,1495000,1785000
6831,5,1495000,6495000
6832,5,1495000,6735000
6940,5,1735000,2015000
7040,5,4875000,5425000
7057,5,5487500,5877500
7058,5,5497500,6577500
7072,5,5755000,6495000
7073,5,5755000,6735000
7095,5,6375000,6735000
7100,5,6497500,6737500
7103,5,6632500,6737500
7111,5,6767500,7747500
7146,5,7932500,9207500
7167,5,8755000,9205000
7172,5,8865000,9205000
7185,5,9362500,9542500
6659,5,10277500,10417500
6663,5,10452500,10627500
6664,5,10452500,10687500
6666,5,10695000,10865000
6778,5,13985000,14285000
6779,5,13987500,14647500
6787,5,14107500,14212500
6788,5,14107500,14267500
6794,5,14157500,14257500
6819,5,14722500,15002500
6898,5,16162500,16457500
6908,5,16792500,17187500
6931,5,17217500,18307500
6932,5,17225000,17275000
6933,5,17227500,17317500
6939,5,17282500,17317500
6969,5,18395000,21805000
6970,5,18465000,18695000
6971,5,20832500,34372500
6972,5,21532500,29427500
6973,5,22885000,23135000
6978,5,31582500,31812500
6979,5,31582500,32092500
6980,5,31822500,32092500
6981,5,32225000,32605000
6982,5,32242500,32327500
6983,5,32485000,32595000
6984,5,32487500,32612500
6985,5,32542500,32582500
6986,5,32715000,33415000
6987,5,33437500,33937500
6988,5,33855000,33925000
6989,5,33997500,34467500
6990,5,34487500,34902500
6991,5,34525000,34895000
6992,5,35092500,35182500
6993,5,35092500,35922500
6994,5,35652500,35922500
6995,5,35777500,35922500
6996,5,36075000,36305000
6997,5,36075000,36505000
6998,5,36245000,36695000
6999,5,36267500,36302500
7000,5,36417500,36692500
7001,5,36505000,36695000
7002,5,36725000,36875000
7003,5,36742500,36867500
7004,5,36742500,37002500
7005,5,37415000,38195000
7006,5,37842500,38197500
7007,5,38435000,38665000
7008,5,38435000,38925000
7009,5,38437500,38807500
7010,5,39217500,39282500
7011,5,39385000,39555000
7012,5,39712500,40692500
7013,5,39715000,40875000
7014,5,39947500,40682500
7015,5,40382500,40482500
7016,5,40485000,40685000
7017,5,40485000,40835000
7018,5,40487500,40577500
7019,5,40757500,40797500
7020,5,40757500,40837500
7021,5,40832500,41902500
7022,5,41695000,42055000
7023,5,41697500,41842500
7024,5,41855000,42575000
7025,5,41855000,42765000
7026,5,41857500,42057500
7027,5,41867500,41927500
7028,5,42905000,43385000
7029,5,42907500,42992500
7030,5,42907500,43042500
7031,5,42952500,42992500
7032,5,42952500,43042500
7033,5,43075000,43385000
7034,5,43105000,43385000
7035,5,43227500,43387500
7036,5,43315000,43485000
7037,5,43735000,44335000
7038,5,44537500,44777500
7039,5,44875000,45795000
7041,5,49725000,50045000
7042,5,50252500,51957500
7043,5,50255000,51295000
7044,5,50265000,51655000
7045,5,52085000,52215000
7046,5,52242500,52392500
7047,5,52462500,53527500
7048,5,52557500,53527500
7049,5,52772500,53527500
7050,5,53535000,53785000
7051,5,53537500,53712500
7052,5,53815000,54445000
7053,5,53817500,54147500
7054,5,54202500,54452500
7055,5,54467500,54982500
7056,5,54705000,54985000
7059,5,55235000,56135000
7060,5,55275000,55495000
7061,5,55295000,55355000
7062,5,55392500,55442500
7063,5,55562500,56432500
7064,5,55565000,56525000
7065,5,55567500,56132500
7066,5,56197500,56432500
7067,5,56197500,56512500
7068,5,56597500,57757500
7069,5,56797500,57757500
7070,5,56945000,57765000
7071,5,57077500,57757500
7074,5,57795000,58145000
7075,5,58185000,58685000
7076,5,58187500,58297500
7077,5,58187500,58467500
7078,5,58487500,58672500
7079,5,58687500,58967500
7080,5,58687500,59097500
7081,5,58795000,59095000
7082,5,58797500,58962500
7083,5,59105000,59675000
7084,5,59107500,59967500
7085,5,59112500,59587500
7086,5,59115000,59455000
7087,5,60255000,60955000
7088,5,60347500,60957500
7089,5,61752500,62077500
7090,5,62697500,63257500
7091,5,63442500,63502500
7092,5,63445000,63915000
7093,5,63522500,63907500
7094,5,63525000,64075000
7096,5,63927500,64082500
7097,5,63935000,64775000
7098,5,64107500,64777500
7099,5,64267500,64777500
7101,5,65597500,66052500
7102,5,66287500,66507500
7104,5,66457500,66507500
7105,5,66542500,67547500
7107,5,67582500,67757500
7108,5,67582500,68307500
7109,5,67585000,67955000
7110,5,67585000,68025000
7113,5,68397500,68662500
7114,5,70772500,71052500
7115,5,71077500,71602500
7116,5,71435000,71605000
7117,5,71665000,72115000
7118,5,71667500,71822500
7119,5,72882500,73942500
7120,5,72887500,73087500
7121,5,73197500,73942500
7122,5,73332500,73937500
7123,5,73495000,73935000
7124,5,73787500,73937500
7125,5,73875000,73925000
7126,5,73972500,74212500
7127,5,74065000,74635000
7128,5,74532500,74977500
7129,5,74665000,74975000
7131,5,75025000,75545000
7132,5,75702500,75842500
7133,5,75897500,75937500
7134,5,75897500,76067500
7135,5,76167500,76312500
7136,5,77592500,77657500
7137,5,77765000,78265000
7138,5,77835000,78265000
7139,5,78195000,78405000
7140,5,78195000,78435000
7141,5,78312500,78757500
7142,5,78317500,78422500
7143,5,78432500,78762500
7144,5,78847500,79147500
7145,5,78855000,79375000
7147,5,79385000,79965000
7148,5,79395000,79575000
7149,5,79645000,79965000
7150,5,79777500,79967500
7151,5,80725000,81465000
7152,5,80725000,81525000
7153,5,80802500,81132500
7154,5,80802500,81467500
7155,5,80805000,81045000
7156,5,80805000,81525000
7157,5,81052500,81147500
7158,5,81647500,82857500
7159,5,81935000,82765000
7160,5,81935000,82865000
7161,5,83015000,83555000
7162,5,83015000,84345000
7163,5,86175000,86305000
7164,5,86412500,86527500
7165,5,87077500,87982500
7166,5,87442500,87982500
7168,5,88015000,89565000
7169,5,88027500,88597500
7170,5,88035000,89315000
7171,5,88185000,88735000
7173,5,89735000,89825000
7174,5,89735000,90075000
7175,5,90165000,90715000
7176,5,90235000,90685000
7177,5,90397500,90682500
7178,5,90522500,90682500
7179,5,90572500,90677500
7182,5,92915000,93135000
7183,5,92935000,93255000
7184,5,92945000,93135000
7186,5,93857500,94022500
7187,5,94082500,94127500
7188,5,94305000,95185000
7189,5,94307500,94592500
7190,5,95002500,95182500
7191,5,95115000,95675000
7192,5,95117500,95182500
7193,5,95192500,95672500
7194,5,95192500,95777500
7195,5,95197500,95292500
7196,5,95197500,95937500
7197,5,95297500,95662500
7198,5,95682500,95937500
7199,5,95955000,96495000
7200,5,95957500,96027500
7201,5,96087500,96497500
7202,5,98242500,98367500
7203,5,98265000,98365000
7204,5,98365000,100235000
7205,5,98435000,101015000
6652,5,100117500,100237500
6653,5,101275000,101565000
6654,5,101912500,102472500
6655,5,102017500,102467500
6656,5,102095000,102455000
6657,5,102115000,102375000
6658,5,102562500,102812500
6660,5,102922500,103517500
6661,5,103155000,103515000
6662,5,104427500,104507500
6665,5,106435000,107015000
6667,5,106912500,107007500
6668,5,107592500,107682500
6669,5,107855000,108805000
6670,5,107975000,109025000
6671,5,108085000,108745000
6672,5,110095000,110395000
6673,5,110095000,110435000
6674,5,110495000,111485000
6675,5,110497500,110617500
6676,5,110887500,111482500
6677,5,111022500,111482500
6678,5,111505000,112085000
6679,5,111507500,111757500
6680,5,111887500,112092500
6681,5,112027500,112092500
6682,5,112262500,112297500
6683,5,112322500,112847500
6684,5,112335000,112665000
6685,5,112712500,112847500
6686,5,112712500,112937500
6687,5,112945000,113785000
6688,5,113015000,113645000
