n,chrms,starts,ends
3044,16,10352500,10602500
3045,16,10395000,10975000
3046,16,10407500,10602500
3047,16,10407500,10832500
3048,16,10607500,10832500
3049,16,10607500,11012500
3050,16,11062500,11352500
3051,16,11062500,11457500
3052,16,11195000,11455000
3053,16,11272500,11347500
3054,16,11352500,11392500
3055,16,11487500,11907500
3056,16,11505000,11725000
3057,16,11627500,11737500
3058,16,11627500,11912500
3059,16,12045000,12155000
3060,16,12547500,12897500
3061,16,12985000,13545000
3063,16,14015000,14385000
3064,16,14392500,14622500
3065,16,14402500,14497500
3066,16,14452500,14487500
3068,16,15852500,16222500
3069,16,15857500,15917500
3071,16,16955000,17565000
3072,16,17122500,17162500
3074,16,18825000,18875000
3075,16,19097500,19387500
3076,16,19102500,19192500
3077,16,19102500,19507500
3079,16,19177500,19387500
3080,16,19402500,19507500
3081,16,19405000,19905000
3082,16,19567500,19897500
3083,16,19612500,19897500
3084,16,19907500,20397500
3085,16,19922500,20312500
3087,16,20615000,20715000
3089,16,20862500,21092500
3090,16,21197500,21567500
3091,16,21575000,22335000
3092,16,21592500,22707500
3093,16,21597500,21717500
3094,16,21667500,21717500
3095,16,22012500,22102500
3096,16,22012500,22197500
3097,16,22015000,22305000
3098,16,22112500,22197500
3099,16,22207500,22307500
3100,16,22335000,22675000
3101,16,23197500,23447500
3102,16,23517500,23857500
3103,16,23805000,24265000
3104,16,23815000,24515000
3105,16,23817500,24022500
3107,16,24052500,24262500
3108,16,24052500,24517500
3109,16,24992500,25027500
3110,16,25062500,25237500
3111,16,25067500,25137500
3112,16,25285000,25725000
3114,16,25855000,27125000
3117,16,27192500,27382500
3118,16,27192500,27467500
3119,16,27242500,27382500
3120,16,27242500,27467500
3121,16,27655000,28085000
3122,16,27982500,28082500
3123,16,27985000,28235000
3124,16,29237500,88222500
3125,16,29282500,88282500
3126,16,29317500,88042500
3128,16,29712500,30032500
3131,16,30672500,30707500
3132,16,30857500,30932500
3133,16,30965000,31885000
3136,16,31215000,31885000
3137,16,31472500,31712500
3138,16,31472500,31882500
3139,16,31712500,31882500
3140,16,34387500,34752500
3153,16,46697500,46952500
3154,16,46827500,46862500
3155,16,46885000,48195000
3156,16,46892500,46952500
3157,16,46982500,48197500
3158,16,46985000,47175000
3159,16,47067500,48197500
3160,16,47072500,47172500
3161,16,47172500,48192500
3164,16,48267500,48662500
3165,16,48387500,48562500
3166,16,48387500,48662500
3167,16,48722500,49387500
3168,16,49442500,49957500
3169,16,50057500,50247500
3170,16,50062500,50097500
3171,16,50102500,50242500
3172,16,50105000,50715000
3173,16,50255000,50545000
3174,16,50402500,50697500
3175,16,50402500,50842500
3176,16,51852500,52017500
3177,16,52222500,52947500
3178,16,52222500,53057500
3181,16,53092500,53127500
3182,16,53092500,53252500
3183,16,53095000,53485000
3184,16,53097500,53537500
3185,16,53127500,53162500
3186,16,53167500,53237500
3188,16,53585000,55735000
3193,16,55502500,55737500
3194,16,55502500,55872500
3195,16,55747500,55877500
3196,16,55795000,55865000
3197,16,55977500,56352500
3198,16,56202500,56237500
3199,16,56612500,56737500
3200,16,56902500,56987500
3201,16,56997500,57202500
3203,16,57007500,57077500
3204,16,57122500,57202500
3205,16,57337500,57452500
3206,16,57337500,57552500
3207,16,57452500,57552500
3208,16,57605000,58035000
3209,16,57632500,57682500
3210,16,57932500,58037500
3211,16,58052500,58347500
3212,16,58365000,58685000
3213,16,58367500,58787500
3214,16,58372500,58522500
3215,16,58547500,58692500
3216,16,58567500,58602500
3217,16,58865000,62155000
3220,16,62255000,63325000
3221,16,63397500,65152500
3224,16,66442500,66512500
3225,16,66442500,66622500
3226,16,66442500,66892500
3227,16,66445000,66775000
3228,16,66642500,66902500
3229,16,67007500,67187500
3230,16,67047500,67187500
3234,16,67517500,67552500
3235,16,67552500,67962500
3236,16,67587500,67677500
3237,16,67707500,67962500
3238,16,67847500,67962500
3239,16,67912500,68077500
3240,16,68027500,68072500
3241,16,68027500,68262500
3242,16,68292500,68362500
3244,16,68487500,68542500
3245,16,68557500,69152500
3246,16,68742500,68832500
3247,16,68877500,69157500
3248,16,68937500,69157500
3249,16,69187500,69317500
3250,16,69427500,69787500
3251,16,69745000,69965000
3252,16,69827500,69962500
3253,16,70407500,70687500
3254,16,70567500,70602500
3255,16,71447500,71532500
3256,16,71447500,71642500
3257,16,71487500,71522500
3258,16,71842500,71927500
3259,16,72157500,72497500
3262,16,72695000,73085000
3263,16,74342500,74662500
3264,16,74345000,74895000
3268,16,74742500,74897500
3269,16,75235000,75415000
3270,16,75235000,75795000
3271,16,75277500,75417500
3272,16,75507500,75797500
3273,16,75682500,75792500
3274,16,75822500,76687500
3275,16,75822500,77207500
3279,16,76315000,76685000
3281,16,77272500,77617500
3282,16,77707500,78007500
3288,16,78155000,79635000
3289,16,78157500,78272500
3290,16,78165000,78805000
3292,16,78542500,78807500
3293,16,78737500,78807500
3294,16,78745000,79635000
3297,16,80562500,80862500
3298,16,81065000,81765000
3299,16,81237500,81767500
3300,16,81402500,81757500
3301,16,81435000,81755000
3303,16,81655000,81915000
3304,16,81657500,81757500
3305,16,81925000,82265000
3306,16,82295000,82495000
3307,16,82295000,82665000
3308,16,82295000,83255000
3309,16,82295000,83485000
3310,16,83862500,84097500
3311,16,83987500,84097500
3312,16,83992500,84222500
3313,16,84122500,84177500
3314,16,84315000,84665000
3315,16,84547500,84652500
3316,16,84547500,84757500
3317,16,84657500,85002500
3318,16,84667500,84757500
3319,16,84787500,85002500
3320,16,85455000,85645000
3323,16,85852500,86552500
3324,16,85855000,86025000
3327,16,85857500,85937500
3328,16,86107500,86552500
3329,16,86372500,86552500
3330,16,86585000,87425000
3331,16,86597500,87092500
3332,16,86597500,87317500
3333,16,87355000,87415000
3334,16,87425000,87805000
3336,16,87585000,87805000
3338,16,87625000,87805000
3339,16,87812500,87847500
3340,16,87812500,87907500
3341,16,87812500,87942500
3342,16,87815000,87885000
3343,16,87907500,87942500
3344,16,88517500,88597500
3345,16,88517500,88632500
3346,16,88597500,88632500
3347,16,88812500,89232500
3348,16,88812500,89282500
3349,16,88882500,88917500
3350,16,88882500,89232500
3351,16,88882500,89282500
3353,16,89002500,89232500
3420,17,262500,602500
3660,17,702500,892500
3366,17,1175000,1545000
3367,17,1177500,1417500
3374,17,1275000,1415000
3377,17,1477500,1532500
3382,17,1622500,1737500
3383,17,1622500,1942500
3397,17,1955000,2255000
3398,17,1972500,2142500
3412,17,2282500,2317500
3427,17,2732500,2912500
3442,17,2945000,3555000
3443,17,2975000,3135000
3469,17,3587500,3627500
3470,17,3587500,3727500
3473,17,3642500,3727500
3487,17,3817500,3907500
3506,17,4102500,4317500
3517,17,4272500,4307500
3518,17,4275000,5135000
3527,17,4332500,4527500
3533,17,4477500,4787500
3541,17,4615000,4785000
3569,17,4882500,4962500
3577,17,4992500,5087500
3579,17,5102500,5137500
3580,17,5152500,5212500
3589,17,5487500,6327500
3591,17,5492500,5612500
3643,17,6567500,6912500
3652,17,6817500,6912500
3653,17,6817500,7037500
3656,17,6947500,7202500
3659,17,6952500,7037500
3667,17,7052500,7092500
3699,17,7417500,7462500
3720,17,7647500,7892500
3725,17,7722500,7757500
3726,17,7727500,7947500
3727,17,7762500,7892500
3730,17,7817500,7892500
3731,17,7817500,7947500
3740,17,7977500,8017500
3742,17,8022500,8202500
3743,17,8027500,8127500
3747,17,8312500,8652500
3748,17,8315000,8905000
3751,17,8657500,8797500
3752,17,8905000,9435000
3757,17,9822500,10517500
3758,17,9867500,10132500
3363,17,10232500,10522500
3364,17,10547500,10747500
3368,17,11905000,12925000
3369,17,12085000,12915000
3370,17,12087500,12572500
3371,17,12157500,12572500
3372,17,12157500,12907500
3373,17,12335000,12925000
3375,17,13497500,14207500
3376,17,13497500,14832500
3378,17,15157500,15407500
3379,17,15555000,18625000
3380,17,15722500,20542500
3381,17,15732500,15902500
3384,17,16267500,16422500
3385,17,16357500,16422500
3386,17,16902500,17212500
3387,17,17252500,17547500
3388,17,17402500,17547500
3389,17,17582500,17762500
3390,17,17582500,17937500
3391,17,17715000,17765000
3392,17,17722500,17937500
3393,17,17797500,17937500
3394,17,17892500,17937500
3395,17,19267500,19352500
3396,17,19417500,19672500
3399,17,19892500,20017500
3400,17,19895000,20215000
3401,17,20032500,20217500
3402,17,20132500,20222500
3403,17,20942500,21002500
3404,17,20945000,21185000
3405,17,21025000,21415000
3406,17,21027500,21182500
3407,17,21182500,21417500
3408,17,21185000,21355000
3409,17,21252500,25337500
3410,17,21327500,25307500
3411,17,21347500,25332500
3413,17,25557500,25932500
3414,17,25572500,25657500
3415,17,25687500,25922500
3416,17,25802500,25872500
3417,17,25937500,25972500
3418,17,25982500,26207500
3419,17,25985000,26085000
3421,17,26087500,26207500
3422,17,26132500,26207500
3423,17,26385000,26655000
3424,17,26685000,27275000
3425,17,26822500,26872500
3426,17,27297500,27447500
3428,17,27475000,27545000
3429,17,27475000,27615000
3430,17,27695000,27865000
3431,17,27975000,28105000
3432,17,28132500,28257500
3433,17,28132500,28347500
3434,17,28132500,28412500
3435,17,28432500,28662500
3436,17,28445000,29045000
3437,17,28457500,28562500
3438,17,28675000,29045000
3439,17,28807500,29042500
3440,17,28977500,30397500
3441,17,29342500,29542500
3444,17,29762500,29857500
3445,17,29762500,30172500
3446,17,29882500,30172500
3447,17,30337500,30467500
3448,17,30785000,31085000
3449,17,30802500,31087500
3450,17,30815000,30935000
3451,17,30852500,30892500
3452,17,31115000,31235000
3453,17,32107500,32472500
3454,17,32252500,32472500
3455,17,32527500,32687500
3456,17,32747500,32967500
3457,17,32747500,33447500
3458,17,32867500,33447500
3459,17,33327500,33447500
3460,17,33495000,34075000
3461,17,33497500,33862500
3462,17,33642500,33862500
3463,17,33645000,34075000
3464,17,33937500,34072500
3465,17,34092500,34127500
3466,17,34965000,35725000
3467,17,34985000,35405000
3468,17,34985000,35595000
3471,17,35885000,36155000
3472,17,36062500,36152500
3474,17,36512500,36567500
3475,17,36512500,36647500
3476,17,36585000,36645000
3477,17,36587500,36827500
3478,17,36647500,36822500
3479,17,36712500,36822500
3480,17,36832500,36887500
3481,17,37137500,37312500
3482,17,37367500,37402500
3483,17,37707500,37907500
3484,17,37777500,37907500
3485,17,37912500,38022500
3486,17,38027500,38132500
3488,17,38357500,38447500
3489,17,38462500,38507500
3490,17,38462500,38692500
3491,17,38517500,38692500
3492,17,38717500,38757500
3493,17,38775000,39825000
3494,17,38777500,38952500
3495,17,39067500,39817500
3496,17,39702500,39817500
3497,17,39897500,39957500
3498,17,40117500,40267500
3499,17,40177500,40267500
3500,17,40217500,40267500
3501,17,40472500,40557500
3502,17,40472500,40677500
3503,17,40582500,40677500
3504,17,40732500,40917500
3505,17,40735000,41085000
3507,17,41465000,41755000
3508,17,41467500,41562500
3509,17,41652500,41752500
3510,17,41652500,41837500
3511,17,41767500,41837500
3512,17,42022500,42072500
3513,17,42022500,42122500
3514,17,42022500,42247500
3515,17,42292500,42402500
3516,17,42477500,42602500
3519,17,42852500,42942500
3520,17,42852500,43212500
3521,17,42987500,43197500
3522,17,42995000,43275000
3523,17,42997500,43102500
3525,17,43212500,43272500
3526,17,43295000,43465000
3528,17,43362500,43462500
3529,17,43475000,43905000
3530,17,43505000,43905000
3531,17,43725000,43905000
3532,17,44077500,44292500
3534,17,45307500,45392500
3535,17,45307500,45692500
3536,17,45775000,45885000
3537,17,45917500,45967500
3538,17,45917500,46097500
3539,17,46057500,46097500
3540,17,46105000,46155000
3542,17,46107500,46207500
3543,17,46107500,46687500
3544,17,46337500,46667500
3545,17,46417500,46667500
3546,17,46432500,46537500
3547,17,46577500,46662500
3548,17,46752500,46957500
3549,17,46802500,46957500
3550,17,46882500,47107500
3551,17,46892500,46957500
3552,17,46967500,47107500
3553,17,47267500,47302500
3554,17,47392500,47472500
3555,17,47392500,47627500
3556,17,47485000,47625000
3557,17,47485000,47775000
3558,17,47647500,47772500
3559,17,47647500,47862500
3560,17,47647500,47927500
3561,17,47647500,48077500
3562,17,47785000,48075000
3563,17,47937500,48077500
3564,17,48107500,48167500
3565,17,48275000,48365000
3566,17,48622500,48772500
3567,17,48622500,48912500
3568,17,48625000,49035000
3570,17,48862500,48917500
3571,17,48862500,49032500
3572,17,48925000,49035000
3573,17,48942500,49027500
3574,17,49077500,49232500
3575,17,49375000,49615000
3576,17,49852500,50197500
3578,17,49945000,50185000
3582,17,53067500,53427500
3583,17,53072500,53377500
3584,17,53075000,53595000
3585,17,53495000,53595000
3586,17,53605000,53795000
3587,17,53605000,53845000
3588,17,54675000,54795000
3590,17,54897500,55017500
3592,17,55202500,55817500
3593,17,55317500,55817500
3594,17,55325000,55745000
3595,17,55432500,55537500
3596,17,55927500,56082500
3597,17,55932500,56192500
3598,17,56377500,56527500
3599,17,56397500,56497500
3600,17,56597500,57087500
3601,17,56667500,57082500
3602,17,56792500,57082500
3604,17,57392500,57517500
3605,17,57822500,57937500
3606,17,57862500,57907500
3607,17,58497500,58717500
3608,17,58797500,59467500
3609,17,59075000,59465000
3610,17,59492500,59912500
3611,17,59495000,59635000
3612,17,59712500,59912500
3613,17,59712500,60187500
3614,17,60787500,61047500
3615,17,61155000,61485000
3616,17,61497500,61557500
3617,17,61512500,61687500
3619,17,61992500,62027500
3620,17,61992500,62102500
3621,17,61992500,62212500
3622,17,62102500,62212500
3623,17,62112500,62352500
3624,17,62227500,62342500
3625,17,62382500,62487500
3626,17,62497500,62642500
3627,17,62775000,62955000
3628,17,62955000,63195000
3629,17,62982500,63177500
3630,17,63057500,63092500
3631,17,63287500,64162500
3632,17,63292500,63547500
3633,17,64252500,64562500
3634,17,64255000,64625000
3635,17,64255000,64905000
3636,17,64712500,64902500
3637,17,64715000,65085000
3638,17,64725000,65285000
3639,17,65372500,65622500
3640,17,65372500,65682500
3641,17,65387500,65472500
3642,17,65572500,65647500
3645,17,66257500,66457500
3646,17,66535000,67235000
3647,17,66772500,67237500
3648,17,66782500,66962500
3649,17,67332500,67517500
3650,17,67562500,68552500
3651,17,67567500,68137500
3654,17,68635000,70535000
3655,17,68755000,70535000
3657,17,69462500,70112500
3658,17,69472500,70537500
3661,17,70027500,70112500
3662,17,70027500,70417500
3663,17,70027500,70512500
3664,17,70122500,70537500
3665,17,70417500,70512500
3666,17,70422500,70457500
3668,17,70552500,70722500
3669,17,70555000,71185000
3670,17,70722500,71182500
3671,17,70722500,71367500
3672,17,70725000,71155000
3673,17,71252500,71367500
3674,17,71425000,71955000
3675,17,71432500,71702500
3676,17,71435000,72165000
3678,17,72207500,72447500
3679,17,72377500,72457500
3681,17,72652500,72732500
3682,17,72742500,72777500
3683,17,72742500,72867500
3684,17,72787500,72852500
3685,17,72922500,72957500
3686,17,72967500,73407500
3688,17,73107500,73197500
3689,17,73325000,73395000
3690,17,73425000,73585000
3691,17,73427500,73507500
3693,17,73617500,73742500
3694,17,73667500,73747500
3695,17,73777500,74262500
3696,17,73907500,74002500
3697,17,74012500,74287500
3698,17,74117500,74277500
3700,17,74185000,74245000
3701,17,74297500,74397500
3702,17,74302500,74502500
3703,17,74402500,74502500
3704,17,74467500,74502500
3705,17,74517500,74617500
3706,17,74517500,74677500
3707,17,74665000,75945000
3708,17,74855000,75245000
3709,17,74862500,75057500
3710,17,75082500,75242500
3711,17,75322500,75492500
3712,17,75422500,75487500
3713,17,75542500,76012500
3714,17,75767500,76012500
3716,17,76145000,76755000
3718,17,76287500,76417500
3719,17,76357500,76417500
3721,17,76495000,76965000
3722,17,76862500,76967500
3723,17,77077500,77392500
3724,17,77185000,77395000
3728,17,77762500,77942500
3729,17,77777500,77812500
3732,17,78192500,78232500
3733,17,78402500,78547500
3734,17,78402500,78957500
3735,17,78407500,79072500
3736,17,78842500,78942500
3737,17,78992500,79067500
3738,17,79227500,79447500
3739,17,79682500,79782500
3741,17,79992500,80112500
3744,17,80312500,80372500
3745,17,80312500,80512500
3746,17,80742500,80882500
3951,18,622500,832500
3978,18,742500,832500
3997,18,865000,1665000
3998,18,865000,2225000
3782,18,1587500,2547500
3794,18,2105000,2555000
3803,18,2332500,2552500
3816,18,2935000,3065000
3817,18,2937500,3247500
3818,18,2975000,3455000
3820,18,2997500,3247500
3828,18,3277500,3452500
3829,18,3277500,3597500
3830,18,3282500,3667500
3831,18,3285000,5065000
3841,18,3452500,3587500
3843,18,3597500,3662500
3850,18,4105000,5055000
3897,18,5237500,5292500
3927,18,5872500,6517500
3928,18,5875000,6485000
3930,18,5885000,6215000
3959,18,6547500,6887500
3996,18,7955000,8605000
3999,18,8655000,8985000
4000,18,8692500,8982500
4001,18,8995000,9155000
4002,18,9065000,9335000
4003,18,9072500,9137500
4004,18,9075000,9525000
4005,18,9102500,9137500
4009,18,9617500,9672500
4013,18,9972500,10522500
4014,18,9975000,11155000
3760,18,10562500,11152500
3761,18,10622500,12212500
3762,18,10787500,11152500
3763,18,10852500,11042500
3764,18,10852500,11152500
3765,18,10855000,11515000
3766,18,10952500,11147500
3767,18,11305000,11515000
3768,18,11735000,12035000
3769,18,11932500,11997500
3770,18,11937500,12037500
3771,18,12095000,12235000
3772,18,12377500,12947500
3773,18,12382500,12667500
3774,18,12727500,12932500
3775,18,12745000,13165000
3776,18,12747500,12897500
3777,18,12897500,12932500
3778,18,13557500,13722500
3779,18,13557500,13812500
3780,18,13567500,13612500
3781,18,13822500,14087500
3783,18,18772500,19027500
3784,18,18795000,19535000
3785,18,19067500,19537500
3786,18,19477500,19537500
3787,18,19485000,20145000
3788,18,20382500,20562500
3789,18,20395000,20985000
3790,18,20712500,20937500
3791,18,20712500,20992500
3792,18,20717500,20817500
3793,18,20817500,20937500
3795,18,21097500,21162500
3796,18,21205000,21695000
3797,18,21207500,21282500
3798,18,21207500,21392500
3799,18,21547500,21692500
3800,18,21937500,22067500
3801,18,21942500,22312500
3802,18,22067500,22312500
3804,18,23497500,23742500
3805,18,23887500,24227500
3806,18,23987500,24227500
3807,18,24382500,24587500
3808,18,24385000,25185000
3809,18,24587500,25177500
3810,18,24945000,25175000
3811,18,25185000,25765000
3812,18,27465000,27855000
3813,18,28845000,29075000
3814,18,29132500,29402500
3815,18,29137500,29302500
3819,18,29742500,30132500
3821,18,30285000,30515000
3822,18,30815000,31345000
3823,18,31702500,31902500
3824,18,31705000,32375000
3825,18,32585000,32725000
3826,18,32595000,32805000
3827,18,32605000,32925000
3832,18,32822500,32867500
3833,18,32822500,32927500
3834,18,32995000,33155000
3835,18,33082500,33157500
3836,18,33337500,33527500
3837,18,33337500,33862500
3838,18,33597500,33862500
3839,18,33672500,33862500
3840,18,33675000,34155000
3842,18,34967500,35057500
3844,18,36195000,36525000
3845,18,38515000,39485000
3846,18,39772500,39807500
3847,18,39875000,41165000
3848,18,39877500,40852500
3849,18,40177500,40852500
3851,18,41205000,42955000
3852,18,42155000,42795000
3853,18,42257500,42792500
3854,18,42477500,42792500
3855,18,42687500,42777500
3856,18,43245000,43655000
3857,18,43275000,43555000
3858,18,43725000,44065000
3859,18,43727500,44237500
3860,18,43857500,44237500
3861,18,43865000,44055000
3864,18,44627500,44732500
3865,18,44627500,45277500
3866,18,44737500,45277500
3867,18,45127500,45272500
3868,18,45302500,45542500
3869,18,45562500,45977500
3870,18,46002500,46172500
3874,18,46202500,46702500
3875,18,46202500,46762500
3876,18,46202500,47387500
3877,18,46205000,46945000
3878,18,46305000,46705000
3879,18,46307500,46397500
3880,18,47037500,47387500
3881,18,47082500,47387500
3882,18,47742500,47882500
3883,18,47812500,47882500
3884,18,48342500,48577500
3885,18,48635000,49815000
3889,18,49125000,50425000
3890,18,49145000,50195000
3891,18,49192500,49812500
3892,18,51102500,51652500
3893,18,51225000,51655000
3894,18,51432500,51642500
3895,18,51747500,51797500
3896,18,52345000,52655000
3898,18,52907500,52987500
3899,18,53005000,54245000
3900,18,53082500,54242500
3902,18,54415000,55225000
3903,18,54417500,55112500
3904,18,54537500,55227500
3905,18,54545000,55115000
3906,18,54715000,55115000
3907,18,54745000,55505000
3908,18,55292500,55502500
3909,18,55545000,55795000
3910,18,55707500,55787500
3911,18,55845000,56435000
3912,18,56195000,56735000
3913,18,56197500,56432500
3914,18,56202500,56327500
3915,18,56452500,56727500
3916,18,56815000,57025000
3917,18,56917500,57067500
3918,18,56977500,57057500
3919,18,57025000,57495000
3920,18,57122500,57492500
3921,18,57452500,57492500
3922,18,57507500,57567500
3923,18,57657500,58077500
3924,18,57657500,58217500
3926,18,57757500,58217500
3929,18,58755000,59165000
3931,18,58987500,59167500
3932,18,59247500,59797500
3933,18,59302500,59797500
3934,18,59572500,59797500
3937,18,59852500,59917500
3938,18,60092500,60242500
3939,18,60095000,60645000
3940,18,60382500,60627500
3941,18,60385000,61095000
3942,18,60397500,60432500
3943,18,60682500,60992500
3944,18,60822500,60982500
3945,18,61185000,61345000
3946,18,61187500,61517500
3947,18,61497500,61602500
3948,18,61557500,61602500
3949,18,61557500,61647500
3956,18,64772500,64867500
3957,18,64885000,66325000
3958,18,64885000,66405000
3960,18,66385000,67875000
3961,18,66515000,67755000
3962,18,67307500,67757500
3963,18,67862500,67957500
3964,18,67862500,68102500
3968,18,70432500,71507500
3969,18,70435000,70805000
3970,18,71862500,72002500
3971,18,71862500,72162500
3972,18,71862500,72217500
3973,18,72022500,72157500
3974,18,72022500,72217500
3975,18,72165000,72925000
3977,18,72925000,74065000
3979,18,74112500,74422500
3980,18,74205000,74835000
3981,18,74522500,74692500
3982,18,74535000,74835000
3983,18,74705000,75185000
3984,18,74712500,74922500
3985,18,74715000,74845000
3986,18,74715000,75365000
3988,18,76645000,77015000
3989,18,77142500,77287500
3990,18,77142500,77402500
3991,18,77227500,77262500
3992,18,77445000,77715000
4282,19,667500,732500
4291,19,767500,922500
4292,19,772500,857500
4293,19,772500,987500
4296,19,857500,922500
4297,19,857500,987500
4298,19,922500,982500
4029,19,1107500,1202500
4030,19,1115000,1185000
4038,19,1265000,2085000
4040,19,1277500,1372500
4065,19,1547500,1767500
4069,19,1607500,1647500
4100,19,2175000,2615000
4102,19,2237500,2272500
4104,19,2275000,2615000
4109,19,2477500,2562500
4110,19,2477500,2612500
4111,19,2645000,2875000
4112,19,2647500,2747500
4118,19,2957500,3102500
4119,19,2957500,3162500
4125,19,3077500,3162500
4132,19,3327500,3432500
4133,19,3327500,3472500
4146,19,3545000,3705000
4147,19,3547500,3627500
4154,19,3662500,3707500
4155,19,3665000,4205000
4173,19,3982500,4202500
4196,19,4267500,4352500
4211,19,4577500,4637500
4223,19,4732500,4792500
4228,19,4807500,4857500
4229,19,4807500,4912500
4230,19,4807500,5032500
4232,19,4872500,4912500
4233,19,4872500,5032500
4248,19,5055000,5575000
4275,19,5807500,6022500
4276,19,6057500,6117500
4277,19,6515000,6635000
4278,19,6517500,6737500
4279,19,6517500,6862500
4280,19,6522500,6587500
4281,19,6632500,6862500
4284,19,6737500,6862500
4290,19,7635000,7865000
4294,19,7745000,7865000
4299,19,9247500,9907500
4302,19,9317500,9907500
4303,19,9427500,9897500
4304,19,9545000,9905000
4307,19,9697500,9907500
4308,19,9737500,9907500
4309,19,9787500,9882500
4020,19,10042500,10137500
4021,19,10042500,10497500
4022,19,10045000,10365000
4023,19,10212500,10347500
4024,19,10382500,10497500
4025,19,10692500,10757500
4026,19,10692500,10812500
4027,19,10827500,10977500
4028,19,11047500,11122500
4031,19,11407500,11592500
4032,19,11607500,11697500
4034,19,11907500,12252500
4035,19,12032500,12252500
4036,19,12072500,12252500
4037,19,12172500,12252500
4039,19,12672500,12782500
4041,19,12877500,12912500
4042,19,12877500,12957500
4043,19,12917500,12952500
4044,19,12997500,13072500
4045,19,13092500,13202500
4046,19,13095000,13145000
4047,19,13322500,13372500
4048,19,13387500,13537500
4049,19,13387500,13702500
4050,19,13387500,13972500
4051,19,13705000,14185000
4052,19,13717500,13827500
4053,19,13717500,13972500
4054,19,13887500,13972500
4055,19,13992500,14182500
4056,19,13995000,14455000
4057,19,13995000,14595000
4058,19,14252500,14302500
4059,19,14307500,14457500
4060,19,14307500,14597500
4061,19,14507500,14877500
4062,19,14677500,15002500
4063,19,14687500,14797500
4064,19,15292500,15667500
4066,19,15532500,15662500
4067,19,15737500,16297500
4068,19,15787500,15887500
4070,19,16152500,16297500
4072,19,16357500,16497500
4074,19,17182500,17397500
4075,19,17192500,17237500
4076,19,17402500,17497500
4078,19,17457500,17497500
4079,19,17507500,17577500
4080,19,17972500,18042500
4081,19,17975000,18105000
4082,19,18062500,18097500
4083,19,18062500,18172500
4084,19,18127500,18167500
4085,19,18322500,18362500
4086,19,18385000,18435000
4087,19,18387500,18517500
4088,19,18447500,18522500
4089,19,18562500,18787500
4090,19,19167500,19252500
4091,19,19252500,19287500
4092,19,19477500,19602500
4093,19,19635000,19885000
4094,19,19637500,19752500
4095,19,19642500,20072500
4097,19,19775000,21215000
4098,19,20802500,20882500
4099,19,21272500,21332500
4101,19,22122500,23122500
4103,19,22482500,22957500
4105,19,23562500,23982500
4106,19,23865000,58705000
4107,19,24057500,24152500
4114,19,28455000,29205000
4115,19,28467500,28812500
4116,19,28955000,29195000
4120,19,29705000,30095000
4121,19,30217500,30367500
4122,19,30225000,31145000
4123,19,30345000,31145000
4124,19,30705000,31145000
4126,19,31155000,33055000
4127,19,31162500,32717500
4129,19,32827500,33057500
4130,19,32845000,33075000
4134,19,33637500,33672500
4135,19,33725000,34265000
4136,19,33727500,33902500
4137,19,33917500,34262500
4139,19,34272500,34587500
4140,19,34275000,35205000
4144,19,34992500,35202500
4145,19,35132500,35202500
4148,19,35467500,35502500
4149,19,35762500,35957500
4150,19,35837500,35957500
4151,19,36207500,36422500
4152,19,36282500,36427500
4153,19,36387500,36422500
4156,19,36622500,36662500
4158,19,38382500,38822500
4159,19,38392500,38717500
4160,19,38402500,38537500
4161,19,38467500,38537500
4162,19,38732500,38822500
4163,19,38827500,38862500
4164,19,38897500,39122500
4167,19,39045000,39105000
4168,19,39047500,39357500
4169,19,39612500,39677500
4170,19,39612500,39817500
4171,19,39615000,40025000
4172,19,39705000,39815000
4174,19,39925000,40325000
4175,19,39932500,40022500
4176,19,40037500,40332500
4177,19,40047500,40162500
4178,19,40175000,40335000
4179,19,40282500,40332500
4180,19,40647500,40727500
4181,19,40815000,41105000
4183,19,41037500,41102500
4184,19,41165000,41415000
4185,19,41165000,41655000
4186,19,41165000,41765000
4187,19,41167500,41327500
4188,19,41322500,41637500
4189,19,41707500,41817500
4190,19,41712500,41767500
4191,19,41772500,41807500
4192,19,41947500,42077500
4193,19,42377500,42452500
4194,19,42612500,42802500
4195,19,42632500,42787500
4197,19,42957500,43032500
4198,19,43067500,43102500
4199,19,43947500,44312500
4200,19,43952500,44027500
4201,19,44252500,44287500
4202,19,44892500,44972500
4204,19,44917500,44962500
4207,19,45227500,45277500
4209,19,45407500,45452500
4210,19,45755000,45985000
4212,19,45935000,46145000
4213,19,45942500,45982500
4214,19,46027500,46147500
4215,19,46532500,46767500
4216,19,46582500,46692500
4217,19,46582500,46767500
4218,19,46787500,46992500
4219,19,46902500,46992500
4220,19,47037500,47167500
4221,19,47117500,47167500
4222,19,47262500,47342500
4224,19,47582500,47632500
4225,19,47652500,47752500
4226,19,47797500,47892500
4227,19,47942500,48202500
4231,19,48612500,48657500
4234,19,48857500,49087500
4235,19,49012500,49087500
4236,19,49147500,49342500
4237,19,49297500,49342500
4238,19,49297500,49472500
4240,19,49597500,49712500
4241,19,49895000,50055000
4242,19,49897500,49937500
4243,19,49992500,50177500
4244,19,50007500,50062500
4245,19,50092500,50177500
4246,19,50395000,50845000
4247,19,50442500,50482500
4249,19,50525000,51615000
4250,19,50862500,51287500
4251,19,50872500,50967500
4252,19,51045000,51425000
4253,19,51047500,51282500
4254,19,51432500,51597500
